"","REGION","OBS_YEAR","TOT_AREA_HA","tot.N","Response","Fish.grp","TAXONNAME","Size.bin","Size","Fxn.grp","pool.mean","pool.var","pool.se"
"3118","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Kyphosus cinerascens","5 cmTL","(20,25]",NA,4.45560376076451e-05,1.20649181455204e-09,3.47345910376391e-05
"3119","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Kyphosus cinerascens","5 cmTL","(25,30]",NA,0,0,0
"3120","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Kyphosus cinerascens","5 cmTL","(30,35]",NA,5.94891229360277e-05,1.8136112049597e-09,4.25865143555997e-05
"3121","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Kyphosus cinerascens","5 cmTL","(35,40]",NA,0.000123136500359385,3.76212354744436e-09,6.13361520430191e-05
"3122","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Kyphosus cinerascens","5 cmTL","(40,45]",NA,0,0,0
"3123","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus harak","10 cmTL","(10,20]",NA,0,0,0
"3124","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus harak","10 cmTL","(20,30]",NA,0,0,0
"3125","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus harak","10 cmTL","(30,40]",NA,0,0,0
"3126","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus harak","5 cmTL","(10,15]",NA,0,0,0
"3127","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus harak","5 cmTL","(15,20]",NA,0,0,0
"3128","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus harak","5 cmTL","(20,25]",NA,0,0,0
"3129","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus harak","5 cmTL","(25,30]",NA,0,0,0
"3130","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus harak","5 cmTL","(30,35]",NA,0,0,0
"3131","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus obsoletus","10 cmTL","(10,20]",NA,0,0,0
"3132","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus obsoletus","10 cmTL","(20,30]",NA,0,0,0
"3133","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus obsoletus","10 cmTL","(30,40]",NA,0,0,0
"3134","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus obsoletus","10 cmTL","[0,10]",NA,0,0,0
"3135","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus obsoletus","5 cmTL","(10,15]",NA,0,0,0
"3136","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus obsoletus","5 cmTL","(15,20]",NA,0,0,0
"3137","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus obsoletus","5 cmTL","(20,25]",NA,0,0,0
"3138","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus obsoletus","5 cmTL","(25,30]",NA,0,0,0
"3139","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus obsoletus","5 cmTL","(30,35]",NA,0,0,0
"3140","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus obsoletus","5 cmTL","(35,40]",NA,0,0,0
"3141","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus obsoletus","5 cmTL","[0,5]",NA,0,0,0
"3142","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","10 cmTL","(20,30]",NA,0,0,0
"3143","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","10 cmTL","(30,40]",NA,0,0,0
"3144","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","10 cmTL","(40,50]",NA,0,0,0
"3145","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","10 cmTL","(50,60]",NA,0,0,0
"3146","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","10 cmTL","(60,70]",NA,0,0,0
"3147","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","10 cmTL","(70,80]",NA,0,0,0
"3148","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","10 cmTL","[0,10]",NA,0,0,0
"3149","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","5 cmTL","(20,25]",NA,0,0,0
"3150","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","5 cmTL","(25,30]",NA,0,0,0
"3151","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","5 cmTL","(30,35]",NA,0,0,0
"3152","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","5 cmTL","(35,40]",NA,0,0,0
"3153","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","5 cmTL","(40,45]",NA,0,0,0
"3154","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","5 cmTL","(45,50]",NA,0,0,0
"3155","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","5 cmTL","(50,55]",NA,0,0,0
"3156","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","5 cmTL","(55,60]",NA,0,0,0
"3157","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","5 cmTL","(60,65]",NA,0,0,0
"3158","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","5 cmTL","(75,80]",NA,0,0,0
"3159","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus olivaceus","5 cmTL","[0,5]",NA,0,0,0
"3160","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus rubrioperculatus","10 cmTL","(10,20]",NA,0,0,0
"3161","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus rubrioperculatus","10 cmTL","(20,30]",NA,0,0,0
"3162","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus rubrioperculatus","10 cmTL","(30,40]",NA,0,0,0
"3163","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus rubrioperculatus","10 cmTL","(40,50]",NA,0,0,0
"3164","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus rubrioperculatus","5 cmTL","(10,15]",NA,0,0,0
"3165","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus rubrioperculatus","5 cmTL","(15,20]",NA,0,0,0
"3166","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus rubrioperculatus","5 cmTL","(20,25]",NA,0,0,0
"3167","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus rubrioperculatus","5 cmTL","(25,30]",NA,0,0,0
"3168","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus rubrioperculatus","5 cmTL","(30,35]",NA,0,0,0
"3169","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus rubrioperculatus","5 cmTL","(35,40]",NA,0,0,0
"3170","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus rubrioperculatus","5 cmTL","(40,45]",NA,0,0,0
"3171","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus xanthochilus","10 cmTL","(10,20]",NA,0,0,0
"3172","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus xanthochilus","10 cmTL","(20,30]",NA,0,0,0
"3173","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus xanthochilus","10 cmTL","(30,40]",NA,0,0,0
"3174","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus xanthochilus","10 cmTL","(40,50]",NA,0,0,0
"3175","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus xanthochilus","10 cmTL","(50,60]",NA,0,0,0
"3176","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus xanthochilus","5 cmTL","(15,20]",NA,0,0,0
"3177","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus xanthochilus","5 cmTL","(20,25]",NA,0,0,0
"3178","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus xanthochilus","5 cmTL","(25,30]",NA,0,0,0
"3179","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus xanthochilus","5 cmTL","(30,35]",NA,0,0,0
"3180","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus xanthochilus","5 cmTL","(35,40]",NA,0,0,0
"3181","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus xanthochilus","5 cmTL","(40,45]",NA,0,0,0
"3182","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus xanthochilus","5 cmTL","(45,50]",NA,0,0,0
"3183","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lethrinus xanthochilus","5 cmTL","(55,60]",NA,0,0,0
"3184","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus fulvus","10 cmTL","(10,20]",NA,0,0,0
"3185","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus fulvus","10 cmTL","(20,30]",NA,0,0,0
"3186","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus fulvus","10 cmTL","(30,40]",NA,0,0,0
"3187","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus fulvus","10 cmTL","[0,10]",NA,0,0,0
"3188","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus fulvus","5 cmTL","(10,15]",NA,0,0,0
"3189","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus fulvus","5 cmTL","(15,20]",NA,0,0,0
"3190","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus fulvus","5 cmTL","(20,25]",NA,0,0,0
"3191","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus fulvus","5 cmTL","(25,30]",NA,0,0,0
"3192","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus fulvus","5 cmTL","(30,35]",NA,0,0,0
"3193","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus fulvus","5 cmTL","(35,40]",NA,0,0,0
"3194","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus fulvus","5 cmTL","(5,10]",NA,0,0,0
"3195","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus kasmira","10 cmTL","(10,20]",NA,0.00192925342418778,1.49753641543491e-06,0.00122373870390493
"3196","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus kasmira","10 cmTL","(20,30]",NA,0.00413205649305235,1.46581725978524e-06,0.00121070940352557
"3197","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus kasmira","10 cmTL","(30,40]",NA,1.68885578144389e-05,2.83291042752592e-10,1.68312519662856e-05
"3198","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus kasmira","10 cmTL","[0,10]",NA,0,0,0
"3199","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus kasmira","5 cmTL","(10,15]",NA,0,0,0
"3200","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus kasmira","5 cmTL","(15,20]",NA,0.00192925342418778,1.49753641543491e-06,0.00122373870390493
"3201","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus kasmira","5 cmTL","(20,25]",NA,0.003179173971605,1.149318595072e-06,0.00107206277571418
"3202","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus kasmira","5 cmTL","(25,30]",NA,0.000952882521447352,9.25355153756392e-08,0.000304196507829461
"3203","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus kasmira","5 cmTL","(30,35]",NA,1.68885578144389e-05,2.83291042752592e-10,1.68312519662856e-05
"3204","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Lutjanus kasmira","5 cmTL","(5,10]",NA,0,0,0
"3205","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","10 cmTL","(10,20]",NA,0.000488513480268585,2.14411792490448e-08,0.000146428068515038
"3206","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","10 cmTL","(20,30]",NA,0.000784424869525942,3.42827679876781e-08,0.000185156063869586
"3207","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","10 cmTL","(30,40]",NA,0.000714568317214448,2.6872036811112e-08,0.000163926925217037
"3208","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","10 cmTL","(40,50]",NA,0.000300848100949797,1.17414693845925e-08,0.000108358061004212
"3209","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","10 cmTL","(50,60]",NA,0,0,0
"3210","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","10 cmTL","[0,10]",NA,2.87865810881027e-05,2.87679358760135e-10,1.69611131344654e-05
"3211","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(10,15]",NA,0.000149218937778541,3.98756978619065e-09,6.31472072715069e-05
"3212","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(15,20]",NA,0.000339294542490044,1.40610859864507e-08,0.000118579450101823
"3213","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(20,25]",NA,0.000349460461834833,2.42410055601581e-08,0.000155695232939734
"3214","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(25,30]",NA,0.00043496440769111,9.96173380207422e-09,9.98084856215854e-05
"3215","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(30,35]",NA,0.000371608737722215,9.75835342463849e-09,9.87843784443598e-05
"3216","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(35,40]",NA,0.000342959579492233,1.41465527425522e-08,0.000118939281747252
"3217","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(40,45]",NA,0.000168286788005768,8.38618266792828e-09,9.15761031488471e-05
"3218","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(45,50]",NA,0.000132561312944029,2.15916898059774e-09,4.64668589491235e-05
"3219","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(5,10]",NA,2.26898122891765e-05,2.57837801619451e-10,1.60573285953626e-05
"3220","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(50,55]",NA,0,0,0
"3221","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(55,60]",NA,0,0,0
"3222","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","[0,5]",NA,6.09676879892619e-06,3.64730142830585e-11,6.03928922002072e-06
"3223","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Mulloidichthys flavolineatus","10 cmTL","(10,20]",NA,0,0,0
"3224","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Mulloidichthys flavolineatus","10 cmTL","(20,30]",NA,0,0,0
"3225","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Mulloidichthys flavolineatus","10 cmTL","[0,10]",NA,0,0,0
"3226","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Mulloidichthys flavolineatus","5 cmTL","(10,15]",NA,0,0,0
"3227","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Mulloidichthys flavolineatus","5 cmTL","(15,20]",NA,0,0,0
"3228","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Mulloidichthys flavolineatus","5 cmTL","(20,25]",NA,0,0,0
"3229","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Mulloidichthys flavolineatus","5 cmTL","(25,30]",NA,0,0,0
"3230","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Mulloidichthys flavolineatus","5 cmTL","(5,10]",NA,0,0,0
"3231","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Myripristis berndti","10 cmTL","(10,20]",NA,0.00065762774197715,3.17175058188265e-08,0.000178094092599464
"3232","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Myripristis berndti","10 cmTL","(20,30]",NA,0.000304860707682784,1.0117957381132e-08,0.000100588057845512
"3233","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Myripristis berndti","10 cmTL","(30,40]",NA,2.43870751957048e-05,5.83568228528936e-10,2.41571568800829e-05
"3234","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Myripristis berndti","10 cmTL","[0,10]",NA,0,0,0
"3235","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Myripristis berndti","5 cmTL","(10,15]",NA,0.000145536352277048,5.50808755762743e-09,7.42164911433263e-05
"3236","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Myripristis berndti","5 cmTL","(15,20]",NA,0.000512091389700102,1.53149111827323e-08,0.000123753428973634
"3237","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Myripristis berndti","5 cmTL","(20,25]",NA,0.000241068133041692,7.02232301238075e-09,8.37993019802716e-05
"3238","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Myripristis berndti","5 cmTL","(25,30]",NA,6.37925746410919e-05,1.5975589437246e-09,3.99694751494762e-05
"3239","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Myripristis berndti","5 cmTL","(30,35]",NA,2.43870751957048e-05,5.83568228528936e-10,2.41571568800829e-05
"3240","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Myripristis berndti","5 cmTL","(5,10]",NA,0,0,0
"3241","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Myripristis berndti","5 cmTL","[0,5]",NA,0,0,0
"3242","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso lituratus","10 cmTL","(10,20]",NA,0.00104448816010278,5.64433165625381e-08,0.000237578022052837
"3243","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso lituratus","10 cmTL","(20,30]",NA,0.00178978138629865,9.9588771579314e-08,0.000315576886953582
"3244","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso lituratus","10 cmTL","(30,40]",NA,0.000119814690435545,6.96223229557699e-09,8.34399921834667e-05
"3245","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso lituratus","10 cmTL","[0,10]",NA,0.000848539545553564,4.97734522568228e-07,0.000705503028036186
"3246","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso lituratus","5 cmTL","(10,15]",NA,0.000181740828898289,5.53199563682898e-09,7.4377386595853e-05
"3247","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso lituratus","5 cmTL","(15,20]",NA,0.000862747331204493,3.98201112099197e-08,0.000199549771260003
"3248","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso lituratus","5 cmTL","(20,25]",NA,0.0011237522867507,5.40735882659038e-08,0.00023253728360395
"3249","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso lituratus","5 cmTL","(25,30]",NA,0.000666029099547947,2.75913718505096e-08,0.000166106507550155
"3250","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso lituratus","5 cmTL","(30,35]",NA,0.000119814690435545,6.96223229557699e-09,8.34399921834667e-05
"3251","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso lituratus","5 cmTL","(35,40]",NA,0,0,0
"3252","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso lituratus","5 cmTL","(5,10]",NA,0.000617726305252694,2.27478831962534e-07,0.000476947410059573
"3253","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso lituratus","5 cmTL","[0,5]",NA,0.000230813240300869,5.29314346949005e-08,0.000230068326144432
"3254","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","10 cmTL","(10,20]",NA,0,0,0
"3255","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","10 cmTL","(20,30]",NA,3.74743179833847e-05,9.74777747865473e-10,3.12214309067581e-05
"3256","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","10 cmTL","(30,40]",NA,1.07627794009095e-05,2.21577422261786e-11,4.70720110322245e-06
"3257","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","10 cmTL","(40,50]",NA,2.52359028098097e-05,3.51059050748044e-10,1.87365698767956e-05
"3258","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","10 cmTL","(50,60]",NA,1.42182499536439e-05,2.005318187206e-10,1.41609257720179e-05
"3259","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","10 cmTL","[0,10]",NA,0,0,0
"3260","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","5 cmTL","(10,15]",NA,0,0,0
"3261","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","5 cmTL","(15,20]",NA,0,0,0
"3262","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","5 cmTL","(20,25]",NA,0,0,0
"3263","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","5 cmTL","(25,30]",NA,3.74743179833847e-05,9.74777747865473e-10,3.12214309067581e-05
"3264","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","5 cmTL","(30,35]",NA,0,0,0
"3265","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","5 cmTL","(35,40]",NA,1.07627794009095e-05,2.21577422261786e-11,4.70720110322245e-06
"3266","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","5 cmTL","(40,45]",NA,8.34734499537081e-06,6.77680079954522e-11,8.23213265171621e-06
"3267","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","5 cmTL","(45,50]",NA,1.68885578144389e-05,2.83291042752592e-10,1.68312519662856e-05
"3268","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","5 cmTL","(5,10]",NA,0,0,0
"3269","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","5 cmTL","(50,55]",NA,1.42182499536439e-05,2.005318187206e-10,1.41609257720179e-05
"3270","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","5 cmTL","(55,60]",NA,0,0,0
"3271","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Naso unicornis","5 cmTL","[0,5]",NA,0,0,0
"3272","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Parupeneus barberinus","10 cmTL","(10,20]",NA,0,0,0
"3273","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Parupeneus barberinus","10 cmTL","(20,30]",NA,0,0,0
"3274","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Parupeneus barberinus","10 cmTL","(30,40]",NA,0,0,0
"3275","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Parupeneus barberinus","5 cmTL","(10,15]",NA,0,0,0
"3276","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Parupeneus barberinus","5 cmTL","(15,20]",NA,0,0,0
"3277","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Parupeneus barberinus","5 cmTL","(20,25]",NA,0,0,0
"3278","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Parupeneus barberinus","5 cmTL","(25,30]",NA,0,0,0
"3279","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Parupeneus barberinus","5 cmTL","(35,40]",NA,0,0,0
"3280","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","10 cmTL","(20,30]",NA,0,0,0
"3281","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","10 cmTL","(30,40]",NA,0,0,0
"3282","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","10 cmTL","(40,50]",NA,0,0,0
"3283","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","10 cmTL","(50,60]",NA,0,0,0
"3284","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","10 cmTL","(60,70]",NA,0,0,0
"3285","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","10 cmTL","(70,80]",NA,0,0,0
"3286","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","10 cmTL","(80,90]",NA,0,0,0
"3287","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","10 cmTL","(90,100]",NA,0,0,0
"3288","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","5 cmTL","(25,30]",NA,0,0,0
"3289","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","5 cmTL","(30,35]",NA,0,0,0
"3290","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","5 cmTL","(40,45]",NA,0,0,0
"3291","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","5 cmTL","(45,50]",NA,0,0,0
"3292","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","5 cmTL","(50,55]",NA,0,0,0
"3293","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","5 cmTL","(55,60]",NA,0,0,0
"3294","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","5 cmTL","(65,70]",NA,0,0,0
"3295","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","5 cmTL","(70,75]",NA,0,0,0
"3296","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","5 cmTL","(75,80]",NA,0,0,0
"3297","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","5 cmTL","(85,90]",NA,0,0,0
"3298","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Plectropomus laevis","5 cmTL","(90,95]",NA,0,0,0
"3299","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Sargocentron tiere","10 cmTL","(10,20]",NA,0.000139179931709714,4.01203883065467e-09,6.33406570115488e-05
"3300","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Sargocentron tiere","10 cmTL","(20,30]",NA,8.52030738077427e-05,1.40830184413477e-09,3.7527347949659e-05
"3301","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Sargocentron tiere","10 cmTL","(30,40]",NA,0,0,0
"3302","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Sargocentron tiere","10 cmTL","[0,10]",NA,0,0,0
"3303","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Sargocentron tiere","5 cmTL","(10,15]",NA,0,0,0
"3304","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Sargocentron tiere","5 cmTL","(15,20]",NA,0.000139179931709714,4.01203883065467e-09,6.33406570115488e-05
"3305","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Sargocentron tiere","5 cmTL","(20,25]",NA,8.52030738077427e-05,1.40830184413477e-09,3.7527347949659e-05
"3306","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Sargocentron tiere","5 cmTL","(25,30]",NA,0,0,0
"3307","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Sargocentron tiere","5 cmTL","(30,35]",NA,0,0,0
"3308","SAMOA",2012,6182.24365822,219,"abund_m2","priority","Sargocentron tiere","5 cmTL","(5,10]",NA,0,0,0
